,Rank,Previous Rank,Name,Country/Territory,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,IRN SCORE,IRN RANK,SUS SCORE,SUS RANK,Overall SCORE
3187,,,,,,,,,,,,,,,,,,,,,5.9,701+,
3188,,,,,,,,,,,,,,,,,,,,,19.0,552=,
3189,,,,,,,,,,,,,,,,,,,,,65.7,223=,
3190,,,,,,,,,,,,,,,,,,,,,97.6,30=,
3191,,,,,,,,,,,,,,,,,,,,,66.8,217=,
3192,,,,,,,,,,,,,,,,,,,,,70.1,204=,
3193,,,,,,,,,,,,,,,,,,,,,90.6,89=,
3194,,,,,,,,,,,,,,,,,,,,,60.4,249=,
3195,,,,,,,,,,,,,,,,,,,,,68.2,213,
3196,,,,,,,,,,,,,,,,,,,,,19.2,549=,
3197,,,,,,,,,,,,,,,,,,,,,44.4,336=,
3198,,,,,,,,,,,,,,,,,,,,,88.5,101=,
3199,,,,,,,,,,,,,,,,,,,,,30.7,438=,
3200,,,,,,,,,,,,,,,,,,,,,37.5,382=,
3201,,,,,,,,,,,,,,,,,,,,,40.2,362=,
3202,,,,,,,,,,,,,,,,,,,,,85.7,115,
3203,,,,,,,,,,,,,,,,,,,,,88.8,97=,
3204,,,,,,,,,,,,,,,,,,,,,56.5,268=,
3205,,,,,,,,,,,,,,,,,,,,,91.0,87,
3206,,,,,,,,,,,,,,,,,,,,,75.8,171=,
3207,,,,,,,,,,,,,,,,,,,,,54.6,279=,
3208,,,,,,,,,,,,,,,,,,,,,52.8,292=,
3209,,,,,,,,,,,,,,,,,,,,,98.1,22,
3210,,,,,,,,,,,,,,,,,,,,,89.1,95=,
3211,,,,,,,,,,,,,,,,,,,,,98.1,21,
3212,,,,,,,,,,,,,,,,,,,,,85.4,117,
3213,,,,,,,,,,,,,,,,,,,,,33.2,416=,
3214,,,,,,,,,,,,,,,,,,,,,85.9,113=,
3215,,,,,,,,,,,,,,,,,,,,,63.4,231,
3216,,,,,,,,,,,,,,,,,,,,,42.3,351=,
3217,,,,,,,,,,,,,,,,,,,,,39.3,366,
3218,,,,,,,,,,,,,,,,,,,,,38.4,373=,
3219,,,,,,,,,,,,,,,,,,,,,65.4,225,
3220,,,,,,,,,,,,,,,,,,,,,54.3,283=,
3221,,,,,,,,,,,,,,,,,,,,,97.2,35,
3222,,,,,,,,,,,,,,,,,,,,,95.0,55,
3223,,,,,,,,,,,,,,,,,,,,,74.8,177=,
3224,,,,,,,,,,,,,,,,,,,,,61.6,245,
3225,,,,,,,,,,,,,,,,,,,,,82.7,133=,
3226,,,,,,,,,,,,,,,,,,,,,90.5,91,
3227,,,,,,,,,,,,,,,,,,,,,33.2,416=,
3228,,,,,,,,,,,,,,,,,,,,,10.7,660,
3229,,,,,,,,,,,,,,,,,,,,,93.2,70=,
3230,,,,,,,,,,,,,,,,,,,,,49.7,309=,
3231,,,,,,,,,,,,,,,,,,,,,78.2,160=,
3232,,,,,,,,,,,,,,,,,,,,,69.9,207=,
3233,,,,,,,,,,,,,,,,,,,,,5.1,701+,
3234,,,,,,,,,,,,,,,,,,,,,66.5,220=,
3235,,,,,,,,,,,,,,,,,,,,,55.5,274,
3236,,,,,,,,,,,,,,,,,,,,,54.3,283=,
3237,,,,,,,,,,,,,,,,,,,,,30.5,444=,
3238,,,,,,,,,,,,,,,,,,,,,43.5,342=,
3239,,,,,,,,,,,,,,,,,,,,,46.0,331=,
3240,,,,,,,,,,,,,,,,,,,,,66.8,217=,
3241,,,,,,,,,,,,,,,,,,,,,42.3,351=,
3242,,,,,,,,,,,,,,,,,,,,,94.7,58=,
3243,,,,,,,,,,,,,,,,,,,,,35.2,399,
3244,,,,,,,,,,,,,,,,,,,,,93.6,66,
3245,,,,,,,,,,,,,,,,,,,,,28.9,460=,
3246,,,,,,,,,,,,,,,,,,,,,93.3,69,
3247,,,,,,,,,,,,,,,,,,,,,57.7,259=,
3248,,,,,,,,,,,,,,,,,,,,,93.5,67,
3249,,,,,,,,,,,,,,,,,,,,,19.9,545=,
3250,,,,,,,,,,,,,,,,,,,,,30.7,438=,
3251,,,,,,,,,,,,,,,,,,,,,83.9,125,
3252,,,,,,,,,,,,,,,,,,,,,80.4,146=,
3253,,,,,,,,,,,,,,,,,,,,,79.8,152=,
3254,,,,,,,,,,,,,,,,,,,,,50.9,301=,
3255,,,,,,,,,,,,,,,,,,,,,57.4,263=,
3256,,,,,,,,,,,,,,,,,,,,,77.3,167=,
3257,,,,,,,,,,,,,,,,,,,,,4.3,701+,
3258,,,,,,,,,,,,,,,,,,,,,34.6,403=,
3259,,,,,,,,,,,,,,,,,,,,,15.4,603=,
3260,,,,,,,,,,,,,,,,,,,,,13.7,627=,
3261,,,,,,,,,,,,,,,,,,,,,97.1,36=,
3262,,,,,,,,,,,,,,,,,,,,,67.4,215=,
3263,,,,,,,,,,,,,,,,,,,,,63.1,232=,
3264,,,,,,,,,,,,,,,,,,,,,51.2,299=,
3265,,,,,,,,,,,,,,,,,,,,,80.0,150=,
3266,,,,,,,,,,,,,,,,,,,,,47.2,323=,
3267,,,,,,,,,,,,,,,,,,,,,96.4,40,
3268,,,,,,,,,,,,,,,,,,,,,62.5,239=,
3269,,,,,,,,,,,,,,,,,,,,,1.8,701+,
3270,,,,,,,,,,,,,,,,,,,,,66.5,220=,
3271,,,,,,,,,,,,,,,,,,,,,87.4,108=,
3272,,,,,,,,,,,,,,,,,,,,,58.6,255=,
3273,,,,,,,,,,,,,,,,,,,,,57.4,263=,
3274,,,,,,,,,,,,,,,,,,,,,18.0,567=,
3275,,,,,,,,,,,,,,,,,,,,,30.5,444=,
3276,,,,,,,,,,,,,,,,,,,,,50.9,301=,
3277,,,,,,,,,,,,,,,,,,,,,64.5,228=,
3278,,,,,,,,,,,,,,,,,,,,,27.1,480,
3279,,,,,,,,,,,,,,,,,,,,,92.1,77=,
3280,,,,,,,,,,,,,,,,,,,,,59.2,252=,
3281,,,,,,,,,,,,,,,,,,,,,21.8,524=,
3282,,,,,,,,,,,,,,,,,,,,,50.6,305=,
3283,,,,,,,,,,,,,,,,,,,,,45.6,333,
3284,,,,,,,,,,,,,,,,,,,,,21.2,533=,
3285,,,,,,,,,,,,,,,,,,,,,57.7,259=,
3286,,,,,,,,,,,,,,,,,,,,,44.1,339=,
3287,,,,,,,,,,,,,,,,,,,,,2.3,701+,
3288,,,,,,,,,,,,,,,,,,,,,6.5,701+,
3289,,,,,,,,,,,,,,,,,,,,,25.8,487,
3290,,,,,,,,,,,,,,,,,,,,,71.5,196=,
3291,,,,,,,,,,,,,,,,,,,,,25.6,488,
3292,,,,,,,,,,,,,,,,,,,,,90.6,89=,
3293,,,,,,,,,,,,,,,,,,,,,16.3,588=,
3294,,,,,,,,,,,,,,,,,,,,,34.6,403=,
3295,,,,,,,,,,,,,,,,,,,,,65.7,223=,
3296,,,,,,,,,,,,,,,,,,,,,96.1,46,
3297,,,,,,,,,,,,,,,,,,,,,40.8,360=,
3298,,,,,,,,,,,,,,,,,,,,,17.2,574=,
3299,,,,,,,,,,,,,,,,,,,,,84.3,123=,
3300,,,,,,,,,,,,,,,,,,,,,66.8,217=,
3301,,,,,,,,,,,,,,,,,,,,,94.4,61=,
3302,,,,,,,,,,,,,,,,,,,,,95.9,47,
3303,,,,,,,,,,,,,,,,,,,,,24.6,495=,
3304,,,,,,,,,,,,,,,,,,,,,6.9,701+,
3305,,,,,,,,,,,,,,,,,,,,,46.6,327=,
3306,,,,,,,,,,,,,,,,,,,,,52.8,292=,
3307,,,,,,,,,,,,,,,,,,,,,57.7,259=,
3308,,,,,,,,,,,,,,,,,,,,,34.6,403=,
3309,,,,,,,,,,,,,,,,,,,,,73.6,182=,
3310,,,,,,,,,,,,,,,,,,,,,,,
3311,,,,,,,,,,,,,,,,,,,,,61.0,248,
3312,,,,,,,,,,,,,,,,,,,,,2.9,701+,
3313,,,,,,,,,,,,,,,,,,,,,47.2,323=,
3314,,,,,,,,,,,,,,,,,,,,,,,
3315,,,,,,,,,,,,,,,,,,,,,13.2,633,
3316,,,,,,,,,,,,,,,,,,,,,33.8,411=,
3317,,,,,,,,,,,,,,,,,,,,,62.5,239=,
3318,,,,,,,,,,,,,,,,,,,,,88.4,103=,
3319,,,,,,,,,,,,,,,,,,,,,23.0,514=,
3320,,,,,,,,,,,,,,,,,,,,,36.1,391=,
3321,,,,,,,,,,,,,,,,,,,,,77.7,163=,
3322,,,,,,,,,,,,,,,,,,,,,54.3,283=,
3323,,,,,,,,,,,,,,,,,,,,,10.5,663=,
3324,,,,,,,,,,,,,,,,,,,,,54.6,279=,
3325,,,,,,,,,,,,,,,,,,,,,62.5,239=,
3326,,,,,,,,,,,,,,,,,,,,,89.8,94,
3327,,,,,,,,,,,,,,,,,,,,,38.4,373=,
3328,,,,,,,,,,,,,,,,,,,,,62.8,235=,
3329,,,,,,,,,,,,,,,,,,,,,78.4,158=,
3330,,,,,,,,,,,,,,,,,,,,,81.7,137=,
3331,,,,,,,,,,,,,,,,,,,,,88.7,100,
3332,,,,,,,,,,,,,,,,,,,,,41.7,356,
3333,,,,,,,,,,,,,,,,,,,,,2.1,701+,
3334,,,,,,,,,,,,,,,,,,,,,16.3,588=,
3335,,,,,,,,,,,,,,,,,,,,,1.2,701+,
3336,,,,,,,,,,,,,,,,,,,,,33.5,413=,
3337,,,,,,,,,,,,,,,,,,,,,89.1,95=,
3338,,,,,,,,,,,,,,,,,,,,,1.9,701+,
3339,,,,,,,,,,,,,,,,,,,,,34.6,403=,
3340,,,,,,,,,,,,,,,,,,,,,35.8,393=,
3341,,,,,,,,,,,,,,,,,,,,,84.8,120=,
3342,,,,,,,,,,,,,,,,,,,,,31.3,428=,
3343,,,,,,,,,,,,,,,,,,,,,85.2,118=,
3344,,,,,,,,,,,,,,,,,,,,,23.7,506=,
3345,,,,,,,,,,,,,,,,,,,,,62.8,235=,
3346,,,,,,,,,,,,,,,,,,,,,4.4,701+,
3347,,,,,,,,,,,,,,,,,,,,,62.8,235=,
3348,,,,,,,,,,,,,,,,,,,,,69.3,210=,
3349,,,,,,,,,,,,,,,,,,,,,30.5,444=,
3350,,,,,,,,,,,,,,,,,,,,,94.9,56,
3351,,,,,,,,,,,,,,,,,,,,,7.8,701+,
3352,,,,,,,,,,,,,,,,,,,,,29.1,456=,
3353,,,,,,,,,,,,,,,,,,,,,83.5,128=,
3354,,,,,,,,,,,,,,,,,,,,,73.6,182=,
3355,,,,,,,,,,,,,,,,,,,,,39.0,367=,
3356,,,,,,,,,,,,,,,,,,,,,79.5,154,
3357,,,,,,,,,,,,,,,,,,,,,80.8,144,
3358,,,,,,,,,,,,,,,,,,,,,73.3,186,
3359,,,,,,,,,,,,,,,,,,,,,9.6,678=,
3360,,,,,,,,,,,,,,,,,,,,,18.8,555=,
3361,,,,,,,,,,,,,,,,,,,,,57.7,259=,
3362,,,,,,,,,,,,,,,,,,,,,81.1,142=,
3363,,,,,,,,,,,,,,,,,,,,,27.6,471=,
3364,,,,,,,,,,,,,,,,,,,,,28.4,463=,
3365,,,,,,,,,,,,,,,,,,,,,18.4,560=,
3366,,,,,,,,,,,,,,,,,,,,,37.8,379=,
3367,,,,,,,,,,,,,,,,,,,,,16.5,586=,
3368,,,,,,,,,,,,,,,,,,,,,3.0,701+,
3369,,,,,,,,,,,,,,,,,,,,,4.4,701+,
3370,,,,,,,,,,,,,,,,,,,,,84.3,123=,
3371,,,,,,,,,,,,,,,,,,,,,30.7,438=,
3372,,,,,,,,,,,,,,,,,,,,,24.4,497=,
3373,,,,,,,,,,,,,,,,,,,,,27.6,471=,
3374,,,,,,,,,,,,,,,,,,,,,1.3,701+,
3375,,,,,,,,,,,,,,,,,,,,,78.6,157,
3376,,,,,,,,,,,,,,,,,,,,,31.0,432=,
3377,,,,,,,,,,,,,,,,,,,,,23.0,514=,
3378,,,,,,,,,,,,,,,,,,,,,12.0,642=,
3379,,,,,,,,,,,,,,,,,,,,,90.4,92=,
3380,,,,,,,,,,,,,,,,,,,,,16.5,586=,
3381,,,,,,,,,,,,,,,,,,,,,87.3,112,
3382,,,,,,,,,,,,,,,,,,,,,18.0,567=,
3383,,,,,,,,,,,,,,,,,,,,,50.9,301=,
3384,,,,,,,,,,,,,,,,,,,,,64.8,226=,
3385,,,,,,,,,,,,,,,,,,,,,,,
3386,,,,,,,,,,,,,,,,,,,,,27.6,471=,
3387,,,,,,,,,,,,,,,,,,,,,38.7,370=,
3388,,,,,,,,,,,,,,,,,,,,,22.5,521=,
3389,,,,,,,,,,,,,,,,,,,,,27.6,471=,
3390,,,,,,,,,,,,,,,,,,,,,47.5,320=,
3391,,,,,,,,,,,,,,,,,,,,,64.5,228=,
3392,,,,,,,,,,,,,,,,,,,,,1.4,701+,
3393,,,,,,,,,,,,,,,,,,,,,88.8,97=,
3394,,,,,,,,,,,,,,,,,,,,,26.6,481=,
3395,,,,,,,,,,,,,,,,,,,,,4.0,701+,
3396,,,,,,,,,,,,,,,,,,,,,20.5,540=,
3397,,,,,,,,,,,,,,,,,,,,,10.2,667=,
3398,,,,,,,,,,,,,,,,,,,,,26.1,485=,
3399,,,,,,,,,,,,,,,,,,,,,17.1,579=,
3400,,,,,,,,,,,,,,,,,,,,,11.1,655,
3401,,,,,,,,,,,,,,,,,,,,,24.4,497=,
3402,,,,,,,,,,,,,,,,,,,,,88.8,97=,
3403,,,,,,,,,,,,,,,,,,,,,5.1,701+,
3404,,,,,,,,,,,,,,,,,,,,,51.8,295=,
3405,,,,,,,,,,,,,,,,,,,,,69.9,207=,
3406,,,,,,,,,,,,,,,,,,,,,40.2,362=,
3407,,,,,,,,,,,,,,,,,,,,,36.1,391=,
3408,,,,,,,,,,,,,,,,,,,,,63.1,232=,
3409,,,,,,,,,,,,,,,,,,,,,46.6,327=,
3410,,,,,,,,,,,,,,,,,,,,,38.7,370=,
3411,,,,,,,,,,,,,,,,,,,,,71.5,196=,
3412,,,,,,,,,,,,,,,,,,,,,31.0,432=,
3413,,,,,,,,,,,,,,,,,,,,,97.7,29,
3414,,,,,,,,,,,,,,,,,,,,,12.9,635,
3415,,,,,,,,,,,,,,,,,,,,,71.8,194=,
3416,,,,,,,,,,,,,,,,,,,,,51.2,299=,
3417,,,,,,,,,,,,,,,,,,,,,34.3,409=,
3418,,,,,,,,,,,,,,,,,,,,,38.1,377=,
3419,,,,,,,,,,,,,,,,,,,,,83.3,131,
3420,,,,,,,,,,,,,,,,,,,,,1.2,701+,
3421,,,,,,,,,,,,,,,,,,,,,16.3,588=,
3422,,,,,,,,,,,,,,,,,,,,,3.0,701+,
3423,,,,,,,,,,,,,,,,,,,,,53.7,287,
3424,,,,,,,,,,,,,,,,,,,,,49.7,309=,
3425,,,,,,,,,,,,,,,,,,,,,4.2,701+,
3426,,,,,,,,,,,,,,,,,,,,,6.8,701+,
3427,,,,,,,,,,,,,,,,,,,,,47.8,318=,
3428,,,,,,,,,,,,,,,,,,,,,14.9,614=,
3429,,,,,,,,,,,,,,,,,,,,,55.2,275=,
3430,,,,,,,,,,,,,,,,,,,,,58.9,254,
3431,,,,,,,,,,,,,,,,,,,,,,,
3432,,,,,,,,,,,,,,,,,,,,,6.0,701+,
3433,,,,,,,,,,,,,,,,,,,,,,,
3434,,,,,,,,,,,,,,,,,,,,,34.9,400=,
3435,,,,,,,,,,,,,,,,,,,,,29.9,449=,
3436,,,,,,,,,,,,,,,,,,,,,23.7,506=,
3437,,,,,,,,,,,,,,,,,,,,,12.6,638,
3438,,,,,,,,,,,,,,,,,,,,,43.2,344,
3439,,,,,,,,,,,,,,,,,,,,,79.8,152=,
3440,,,,,,,,,,,,,,,,,,,,,81.7,137=,
3441,,,,,,,,,,,,,,,,,,,,,8.7,691=,
3442,,,,,,,,,,,,,,,,,,,,,37.2,387,
3443,,,,,,,,,,,,,,,,,,,,,3.3,701+,
3444,,,,,,,,,,,,,,,,,,,,,1.6,701+,
3445,,,,,,,,,,,,,,,,,,,,,11.7,647=,
3446,,,,,,,,,,,,,,,,,,,,,21.8,524=,
3447,,,,,,,,,,,,,,,,,,,,,31.0,432=,
3448,,,,,,,,,,,,,,,,,,,,,49.0,315,
3449,,,,,,,,,,,,,,,,,,,,,16.1,592=,
3450,,,,,,,,,,,,,,,,,,,,,61.9,243=,
3451,,,,,,,,,,,,,,,,,,,,,12.3,640=,
3452,,,,,,,,,,,,,,,,,,,,,18.4,560=,
3453,,,,,,,,,,,,,,,,,,,,,30.7,438=,
3454,,,,,,,,,,,,,,,,,,,,,,,
3455,,,,,,,,,,,,,,,,,,,,,30.2,447=,
3456,,,,,,,,,,,,,,,,,,,,,1.5,701+,
3457,,,,,,,,,,,,,,,,,,,,,8.9,689=,
3458,,,,,,,,,,,,,,,,,,,,,26.6,481=,
3459,,,,,,,,,,,,,,,,,,,,,1.6,701+,
3460,,,,,,,,,,,,,,,,,,,,,2.0,701+,
3461,,,,,,,,,,,,,,,,,,,,,16.9,581=,
3462,,,,,,,,,,,,,,,,,,,,,8.0,701+,
3463,,,,,,,,,,,,,,,,,,,,,2.5,701+,
3464,,,,,,,,,,,,,,,,,,,,,9.6,678=,
3465,,,,,,,,,,,,,,,,,,,,,42.6,345=,
3466,,,,,,,,,,,,,,,,,,,,,54.3,283=,
3467,,,,,,,,,,,,,,,,,,,,,1.2,701+,
3468,,,,,,,,,,,,,,,,,,,,,16.1,592=,
3469,,,,,,,,,,,,,,,,,,,,,19.0,552=,
3470,,,,,,,,,,,,,,,,,,,,,42.0,355,
3471,,,,,,,,,,,,,,,,,,,,,47.8,318=,
3472,,,,,,,,,,,,,,,,,,,,,35.8,393=,
3473,,,,,,,,,,,,,,,,,,,,,24.6,495=,
3474,,,,,,,,,,,,,,,,,,,,,18.2,564=,
3475,,,,,,,,,,,,,,,,,,,,,2.5,701+,
3476,,,,,,,,,,,,,,,,,,,,,44.4,336=,
3477,,,,,,,,,,,,,,,,,,,,,37.5,382=,
3478,,,,,,,,,,,,,,,,,,,,,15.2,608=,
3479,,,,,,,,,,,,,,,,,,,,,24.8,490=,
3480,,,,,,,,,,,,,,,,,,,,,11.7,647=,
3481,,,,,,,,,,,,,,,,,,,,,10.9,658=,
3482,,,,,,,,,,,,,,,,,,,,,28.1,467=,
3483,,,,,,,,,,,,,,,,,,,,,55.8,271=,
3484,,,,,,,,,,,,,,,,,,,,,34.6,403=,
3485,,,,,,,,,,,,,,,,,,,,,1.6,701+,
3486,,,,,,,,,,,,,,,,,,,,,87.4,108=,
3487,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3488,,,,,,,,,,,,,,,,,,,,,29.9,449=,
3489,,,,,,,,,,,,,,,,,,,,,1.3,701+,
3490,,,,,,,,,,,,,,,,,,,,,29.4,453=,
3491,,,,,,,,,,,,,,,,,,,,,31.6,425=,
3492,,,,,,,,,,,,,,,,,,,,,3.5,701+,
3493,,,,,,,,,,,,,,,,,,,,,36.3,389=,
3494,,,,,,,,,,,,,,,,,,,,,3.4,701+,
3495,,,,,,,,,,,,,,,,,,,,,15.2,608=,
3496,,,,,,,,,,,,,,,,,,,,,8.7,691=,
3497,,,,,,,,,,,,,,,,,,,,,50.6,305=,
3498,,,,,,,,,,,,,,,,,,,,,38.4,373=,
3499,,,,,,,,,,,,,,,,,,,,,2.5,701+,
3500,,,,,,,,,,,,,,,,,,,,,7.0,701+,
3501,,,,,,,,,,,,,,,,,,,,,2.7,701+,
3502,,,,,,,,,,,,,,,,,,,,,29.1,456=,
3503,,,,,,,,,,,,,,,,,,,,,6.9,701+,
3504,,,,,,,,,,,,,,,,,,,,,63.7,230,
3505,,,,,,,,,,,,,,,,,,,,,31.8,424,
3506,,,,,,,,,,,,,,,,,,,,,28.9,460=,
3507,,,,,,,,,,,,,,,,,,,,,14.2,621=,
3508,,,,,,,,,,,,,,,,,,,,,13.7,627=,
3509,,,,,,,,,,,,,,,,,,,,,73.1,187=,
3510,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3511,,,,,,,,,,,,,,,,,,,,,20.9,536=,
3512,,,,,,,,,,,,,,,,,,,,,53.1,291,
3513,,,,,,,,,,,,,,,,,,,,,44.4,336=,
3514,,,,,,,,,,,,,,,,,,,,,1.4,701+,
3515,,,,,,,,,,,,,,,,,,,,,15.4,603=,
3516,,,,,,,,,,,,,,,,,,,,,19.7,548,
3517,,,,,,,,,,,,,,,,,,,,,3.8,701+,
3518,,,,,,,,,,,,,,,,,,,,,21.8,524=,
3519,,,,,,,,,,,,,,,,,,,,,6.2,701+,
3520,,,,,,,,,,,,,,,,,,,,,57.4,263=,
3521,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3522,,,,,,,,,,,,,,,,,,,,,15.8,598=,
3523,,,,,,,,,,,,,,,,,,,,,46.6,327=,
3524,,,,,,,,,,,,,,,,,,,,,28.1,467=,
3525,,,,,,,,,,,,,,,,,,,,,54.6,279=,
3526,,,,,,,,,,,,,,,,,,,,,1.2,701+,
3527,,,,,,,,,,,,,,,,,,,,,41.1,358=,
3528,,,,,,,,,,,,,,,,,,,,,80.6,145,
3529,,,,,,,,,,,,,,,,,,,,,85.2,118=,
3530,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3531,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3532,,,,,,,,,,,,,,,,,,,,,15.4,603=,
3533,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3534,,,,,,,,,,,,,,,,,,,,,11.7,647=,
3535,,,,,,,,,,,,,,,,,,,,,36.6,388,
3536,,,,,,,,,,,,,,,,,,,,,42.3,351=,
3537,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3538,,,,,,,,,,,,,,,,,,,,,61.9,243=,
3539,,,,,,,,,,,,,,,,,,,,,8.4,695=,
3540,,,,,,,,,,,,,,,,,,,,,18.2,564=,
3541,,,,,,,,,,,,,,,,,,,,,3.5,701+,
3542,,,,,,,,,,,,,,,,,,,,,72.5,189=,
3543,,,,,,,,,,,,,,,,,,,,,74.3,179,
3544,,,,,,,,,,,,,,,,,,,,,10.6,661=,
3545,,,,,,,,,,,,,,,,,,,,,1.4,701+,
3546,,,,,,,,,,,,,,,,,,,,,5.1,701+,
3547,,,,,,,,,,,,,,,,,,,,,15.0,612=,
3548,,,,,,,,,,,,,,,,,,,,,3.2,701+,
3549,,,,,,,,,,,,,,,,,,,,,4.7,701+,
3550,,,,,,,,,,,,,,,,,,,,,28.4,463=,
3551,,,,,,,,,,,,,,,,,,,,,31.3,428=,
3552,,,,,,,,,,,,,,,,,,,,,21.4,531=,
3553,,,,,,,,,,,,,,,,,,,,,47.5,320=,
3554,,,,,,,,,,,,,,,,,,,,,29.1,456=,
3555,,,,,,,,,,,,,,,,,,,,,28.4,463=,
3556,,,,,,,,,,,,,,,,,,,,,3.0,701+,
3557,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3558,,,,,,,,,,,,,,,,,,,,,15.9,596=,
3559,,,,,,,,,,,,,,,,,,,,,79.1,156,
3560,,,,,,,,,,,,,,,,,,,,,31.0,432=,
3561,,,,,,,,,,,,,,,,,,,,,39.0,367=,
3562,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3563,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3564,,,,,,,,,,,,,,,,,,,,,18.2,564=,
3565,,,,,,,,,,,,,,,,,,,,,1.3,701+,
3566,,,,,,,,,,,,,,,,,,,,,10.3,665=,
3567,,,,,,,,,,,,,,,,,,,,,45.0,335,
3568,,,,,,,,,,,,,,,,,,,,,1.7,701+,
3569,,,,,,,,,,,,,,,,,,,,,5.2,701+,
3570,,,,,,,,,,,,,,,,,,,,,34.9,400=,
3571,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3572,,,,,,,,,,,,,,,,,,,,,1.9,701+,
3573,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3574,,,,,,,,,,,,,,,,,,,,,7.3,701+,
3575,,,,,,,,,,,,,,,,,,,,,59.2,252=,
3576,,,,,,,,,,,,,,,,,,,,,26.6,481=,
3577,,,,,,,,,,,,,,,,,,,,,4.0,701+,
3578,,,,,,,,,,,,,,,,,,,,,2.1,701+,
3579,,,,,,,,,,,,,,,,,,,,,1.3,701+,
3580,,,,,,,,,,,,,,,,,,,,,39.6,365,
3581,,,,,,,,,,,,,,,,,,,,,2.1,701+,
3582,,,,,,,,,,,,,,,,,,,,,9.0,688,
3583,,,,,,,,,,,,,,,,,,,,,21.8,524=,
3584,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3585,,,,,,,,,,,,,,,,,,,,,1.6,701+,
3586,,,,,,,,,,,,,,,,,,,,,,,
3587,,,,,,,,,,,,,,,,,,,,,,,
3588,,,,,,,,,,,,,,,,,,,,,2.0,701+,
3589,,,,,,,,,,,,,,,,,,,,,8.3,701+,
3590,,,,,,,,,,,,,,,,,,,,,5.4,701+,
3591,,,,,,,,,,,,,,,,,,,,,35.5,397=,
3592,,,,,,,,,,,,,,,,,,,,,5.6,701+,
3593,,,,,,,,,,,,,,,,,,,,,69.3,210=,
3594,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3595,,,,,,,,,,,,,,,,,,,,,1.8,701+,
3596,,,,,,,,,,,,,,,,,,,,,32.7,420=,
3597,,,,,,,,,,,,,,,,,,,,,19.0,552=,
3598,,,,,,,,,,,,,,,,,,,,,50.6,305=,
3599,,,,,,,,,,,,,,,,,,,,,32.7,420=,
3600,,,,,,,,,,,,,,,,,,,,,15.8,598=,
3601,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3602,,,,,,,,,,,,,,,,,,,,,1.8,701+,
3603,,,,,,,,,,,,,,,,,,,,,29.4,453=,
3604,,,,,,,,,,,,,,,,,,,,,21.4,531=,
3605,,,,,,,,,,,,,,,,,,,,,2.0,701+,
3606,,,,,,,,,,,,,,,,,,,,,11.8,644=,
3607,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3608,,,,,,,,,,,,,,,,,,,,,45.3,334,
3609,,,,,,,,,,,,,,,,,,,,,34.6,403=,
3610,,,,,,,,,,,,,,,,,,,,,47.5,320=,
3611,,,,,,,,,,,,,,,,,,,,,9.8,669=,
3612,,,,,,,,,,,,,,,,,,,,,3.1,701+,
3613,,,,,,,,,,,,,,,,,,,,,31.6,425=,
3614,,,,,,,,,,,,,,,,,,,,,34.9,400=,
3615,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3616,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3617,,,,,,,,,,,,,,,,,,,,,2.7,701+,
3618,,,,,,,,,,,,,,,,,,,,,5.8,701+,
3619,,,,,,,,,,,,,,,,,,,,,30.2,447=,
3620,,,,,,,,,,,,,,,,,,,,,8.1,701+,
3621,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3622,,,,,,,,,,,,,,,,,,,,,27.6,471=,
3623,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3624,,,,,,,,,,,,,,,,,,,,,4.1,701+,
3625,,,,,,,,,,,,,,,,,,,,,26.3,484,
3626,,,,,,,,,,,,,,,,,,,,,1.0,701+,
3627,,,,,,,,,,,,,,,,,,,,,3.2,701+,
3628,,,,,,,,,,,,,,,,,,,,,1.1,701+,
3629,,,,,,,,,,,,,,,,,,,,,1.4,701+,
3630,,,,,,,,,,,,,,,,,,,,,37.8,379=,
3631,,,,,,,,,,,,,,,,,,,,,17.2,574=,
3632,,,,,,,,,,,,,,,,,,,,,21.2,533=,
3633,,,,,,,,,,,,,,,,,,,,,3.2,701+,
3634,,,,,,,,,,,,,,,,,,,,,5.0,701+,
3635,,,,,,,,,,,,,,,,,,,,,15.9,596=,
3636,,,,,,,,,,,,,,,,,,,,,5.0,701+,
