university_name,QS_Rank,THE_Rank,ARWU_Rank,Enrollment,Undergrad_Students,Postgrad_Students,Student_Faculty_Ratio,Research_Output,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,Position,Location,Established_Year,Number_of_Campuses,Programs_Offered,Total_Faculty,Campus_Area_Acres,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources,id,ror,country_code,type,works_count,cited_by_count,is_super_system,summary_stats.2yr_mean_citedness,summary_stats.h_index,summary_stats.i10_index,geo.city,geo.country,geo.latitude,geo.longitude,international.display_name.en,international.display_name.ur,citations_per_work,university_id,year,world_rank,national_rank,overall_score,city,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio,country,region,university_type,total_students,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
university of south korea 707,703.0,705.0,713.0,6870.0,3684.0,3186.0,23.6,Medium,5.0,41156.0,21.0,97.0,752.0,725.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,707.0,71.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,291.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 744,742.0,737.0,743.0,23041.0,17067.0,5974.0,15.8,Medium,16.0,32532.0,39.0,95.0,701.0,740.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,744.0,75.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1461.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 746,743.0,747.0,737.0,27269.0,20177.0,7092.0,20.6,Medium,41.0,35249.0,16.0,86.0,749.0,730.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,746.0,75.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1324.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 769,771.0,774.0,773.0,52664.0,40303.0,12361.0,12.0,Medium,41.0,20957.0,19.0,60.0,778.0,740.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,769.0,77.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,4393.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 771,776.0,784.0,754.0,50676.0,27933.0,22743.0,20.9,Medium,39.0,25754.0,75.0,91.0,807.0,755.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,771.0,78.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2423.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 780,770.0,789.0,794.0,17758.0,12319.0,5439.0,20.0,Medium,17.0,41736.0,70.0,88.0,820.0,755.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,780.0,79.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,887.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 84,83.0,84.0,79.0,59853.0,39306.0,20547.0,13.0,High,26.0,29524.0,15.0,73.0,87.0,85.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,84.0,9.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,4615.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 854,854.0,851.0,852.0,55847.0,36782.0,19065.0,14.4,Medium,12.0,31206.0,25.0,84.0,870.0,831.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,854.0,86.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3887.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 866,871.0,879.0,871.0,38707.0,20462.0,18245.0,13.7,Medium,24.0,8747.0,7.0,90.0,863.0,895.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,866.0,87.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2831.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 872,878.0,868.0,856.0,16065.0,11929.0,4136.0,10.3,Medium,37.0,4227.0,20.0,97.0,911.0,883.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,872.0,88.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1557.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 880,881.0,890.0,880.0,19597.0,9856.0,9741.0,10.6,Medium,24.0,50595.0,53.0,85.0,869.0,899.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,880.0,89.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1843.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 894,888.0,891.0,898.0,20531.0,13238.0,7293.0,13.5,Medium,39.0,49513.0,55.0,88.0,940.0,922.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,894.0,90.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1516.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 923,921.0,914.0,919.0,45601.0,26066.0,19535.0,18.0,Medium,39.0,48811.0,71.0,75.0,961.0,905.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,923.0,93.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2539.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 948,955.0,939.0,960.0,8131.0,6463.0,1668.0,14.7,Medium,12.0,16984.0,43.0,86.0,956.0,968.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,948.0,95.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,552.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 969,970.0,976.0,956.0,8386.0,6488.0,1898.0,19.7,Medium,13.0,26156.0,51.0,65.0,929.0,992.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,969.0,97.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,426.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south korea 976,980.0,966.0,978.0,38484.0,24305.0,14179.0,23.0,Medium,33.0,56722.0,75.0,84.0,939.0,1004.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,976.0,98.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1672.0,,,,,,,,,,,,,,,South Korea,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of south wales,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2980.0,2018.0,728.0,86.0,24.59,United Kingdom,27.70782415,26.07797685,21.88554959,6174.0,33350.0,19.78075261,225.0,24.8,3.66,Life Sciences & Medicine,3293.0,19.0,1686.0,10.27876631,51:49:00,51.0,49.0,Undergraduate & Postgraduate,11853.0,5477.0,409.58,108.0,5.0,44.57,43.53,43.66,24.19,United Kingdom,Europe,Private,17330.0,1.0,0.03648905981375406,0.09728793998845932,19.001731102135025,0.13895598871614845,3.6619217081850532
university of southampton,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2981.0,2016.0,112.0,17.0,57.2,Southampton,59.17146935,56.84055502,53.00476305,7455.0,64567.0,41.20436081,250.0,56.1,4.76,Engineering & Technology,6068.0,29.0,1567.0,13.3535418,53:47:00,53.0,47.0,Undergraduate & Postgraduate,13429.0,7496.0,329.32,78.0,2.0,43.92,43.23,42.78,28.22,United Kingdom,Europe,Public,20925.0,1.0,0.07049280846420997,0.07488649940262844,28.998805256869776,0.2967475895185557,4.7574984045947675
university of southern california,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2982.0,2016.0,68.0,32.0,65.5,Los Angeles,61.7997759,55.41658956,80.69030408,12904.0,206749.0,81.46138734,469.0,71.2,5.08,Arts & Humanities,7307.0,20.0,2538.0,14.39479905,52:48:00,52.0,48.0,Undergraduate & Postgraduate,22158.0,14376.0,268.1,147.0,1.0,48.97,48.75,49.63,12.14,United States,North America,Private,36534.0,1.0,0.2254532658354899,0.06946953522745936,20.00054743526578,0.30992866549648945,5.084318360914105
university of southern denmark,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2983.0,2016.0,310.0,6.0,40.165,Odense,35.03989979,33.76344303,44.13602982,14564.0,68410.0,29.43624938,265.0,39.6,6.27,Life Sciences & Medicine,3554.0,16.0,2324.0,9.556798623,52:48:00,52.0,48.0,Undergraduate & Postgraduate,15189.0,7021.0,193.33,6.0,82.0,49.94,50.25,55.77,16.83,Denmark,Europe,Public,22210.0,1.0,0.07468860809239304,0.10463755065285907,16.001800990544798,0.17572667898696087,6.266781411359725
university of southern mississippi,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2984.0,2016.0,724.0,145.0,18.4275,United States,13.17440352,22.9488397,18.20069085,2671.0,12446.0,16.88740002,104.0,15.7,3.62,Social Sciences & Management,437.0,3.0,737.0,19.76797829,63:37:00,63.0,37.0,Undergraduate & Postgraduate,9635.0,4934.0,268.1,147.0,1.0,48.97,48.75,49.63,12.14,United States,North America,Private,14569.0,1.0,0.013633831366248919,0.050586862516301734,2.999519527764431,0.06607022828485457,3.6241519674355493
university of southern queensland,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2985.0,2016.0,712.0,31.0,19.215,Toowoomba,19.95212262,14.76056718,24.83359631,1491.0,23259.0,22.04666382,128.0,22.4,1.41,Arts & Humanities,2890.0,21.0,1055.0,13.0436019,55:45:00,55.0,45.0,Undergraduate & Postgraduate,10845.0,2916.0,302.42,31.0,33.0,43.76,41.52,46.37,25.48,Australia,Oceania,Public,13761.0,1.0,0.025424635225067348,0.07666593997529249,21.001380713610928,0.10006079548645938,1.4132701421800948
university of spain 101,102.0,95.0,117.0,27295.0,19262.0,8033.0,12.4,High,12.0,44993.0,47.0,61.0,51.0,91.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,101.0,11.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2201.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 124,118.0,117.0,136.0,49556.0,34033.0,15523.0,11.4,High,38.0,27929.0,35.0,71.0,111.0,145.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,124.0,13.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,4357.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 146,138.0,136.0,135.0,38247.0,21362.0,16885.0,12.3,High,47.0,18584.0,49.0,69.0,168.0,146.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,146.0,15.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3101.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 180,173.0,178.0,197.0,19689.0,11307.0,8382.0,16.1,High,39.0,12627.0,49.0,71.0,165.0,178.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,180.0,19.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1225.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 183,190.0,180.0,201.0,11635.0,6204.0,5431.0,23.5,High,14.0,50654.0,54.0,82.0,228.0,192.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,183.0,19.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,495.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 184,184.0,184.0,174.0,28849.0,15755.0,13094.0,19.1,High,41.0,31668.0,47.0,87.0,186.0,187.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,184.0,19.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1507.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 188,191.0,181.0,186.0,51316.0,32031.0,19285.0,10.9,High,9.0,47305.0,16.0,92.0,216.0,207.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,188.0,19.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,4728.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 204,208.0,191.0,218.0,34014.0,23575.0,10439.0,14.4,High,46.0,58513.0,62.0,77.0,250.0,175.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,204.0,21.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2367.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 241,238.0,227.0,242.0,14138.0,7328.0,6810.0,19.1,High,9.0,54858.0,68.0,75.0,214.0,241.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,241.0,25.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,741.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 258,254.0,252.0,276.0,45791.0,34914.0,10877.0,13.6,High,5.0,58969.0,35.0,68.0,279.0,262.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,258.0,26.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3379.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 260,257.0,261.0,255.0,19385.0,15079.0,4306.0,10.2,High,9.0,14928.0,65.0,75.0,274.0,275.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,260.0,27.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1899.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 278,287.0,264.0,271.0,21453.0,11397.0,10056.0,22.3,High,27.0,49469.0,29.0,85.0,327.0,292.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,278.0,28.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,961.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 293,300.0,288.0,276.0,16793.0,10895.0,5898.0,22.5,High,37.0,19414.0,37.0,86.0,247.0,313.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,293.0,30.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,745.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 314,305.0,311.0,317.0,27257.0,13973.0,13284.0,18.9,High,32.0,31489.0,44.0,66.0,278.0,329.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,314.0,32.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1444.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 32,30.0,42.0,42.0,10286.0,6722.0,3564.0,13.0,High,31.0,42742.0,17.0,84.0,38.0,26.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,32.0,4.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,794.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 334,330.0,319.0,339.0,21827.0,14578.0,7249.0,14.9,High,17.0,26342.0,55.0,83.0,375.0,353.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,334.0,34.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1464.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 35,31.0,31.0,29.0,49724.0,34564.0,15160.0,20.1,High,32.0,18973.0,5.0,74.0,28.0,35.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,35.0,4.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2468.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 371,371.0,382.0,357.0,42592.0,28515.0,14077.0,14.0,High,35.0,23210.0,57.0,63.0,405.0,384.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,371.0,38.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3046.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 373,367.0,380.0,358.0,14536.0,9183.0,5353.0,16.1,High,13.0,31516.0,59.0,77.0,346.0,379.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,373.0,38.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,901.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 381,384.0,379.0,393.0,51860.0,36447.0,15413.0,15.5,High,19.0,30049.0,46.0,79.0,417.0,383.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,381.0,39.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,3339.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 383,384.0,378.0,379.0,36140.0,23025.0,13115.0,22.8,High,18.0,35543.0,71.0,85.0,414.0,403.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,383.0,39.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1586.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 385,393.0,389.0,384.0,43447.0,23511.0,19936.0,16.2,High,39.0,32606.0,28.0,70.0,373.0,372.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,385.0,39.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2690.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 392,400.0,381.0,381.0,28063.0,14374.0,13689.0,19.5,High,47.0,32146.0,67.0,62.0,435.0,397.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,392.0,40.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1442.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 394,403.0,384.0,400.0,43603.0,27358.0,16245.0,22.1,High,18.0,12474.0,40.0,83.0,434.0,406.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,394.0,40.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1972.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 409,408.0,418.0,400.0,26653.0,17051.0,9602.0,11.1,High,17.0,8315.0,24.0,68.0,422.0,387.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,409.0,41.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2392.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 416,409.0,402.0,401.0,18194.0,13971.0,4223.0,17.7,High,46.0,57305.0,68.0,80.0,464.0,435.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,416.0,42.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1030.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 420,411.0,414.0,421.0,48034.0,38019.0,10015.0,24.1,High,25.0,27561.0,18.0,66.0,403.0,406.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,420.0,43.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1993.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 423,423.0,432.0,430.0,58764.0,38759.0,20005.0,13.3,High,26.0,41230.0,35.0,70.0,442.0,430.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,423.0,43.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,4422.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 451,443.0,460.0,440.0,45602.0,25970.0,19632.0,20.5,High,32.0,51990.0,36.0,78.0,455.0,433.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,451.0,46.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2225.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 514,512.0,499.0,516.0,41104.0,27746.0,13358.0,23.2,Medium,39.0,47442.0,75.0,84.0,511.0,486.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,514.0,52.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,1774.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 539,532.0,534.0,556.0,53126.0,29112.0,24014.0,18.7,Medium,22.0,48486.0,60.0,70.0,496.0,520.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,539.0,54.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2845.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 544,547.0,546.0,545.0,18920.0,14432.0,4488.0,21.5,Medium,27.0,43093.0,7.0,87.0,535.0,519.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,544.0,55.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,881.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 546,554.0,536.0,553.0,59064.0,31975.0,27089.0,24.1,Medium,35.0,49890.0,34.0,66.0,560.0,519.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,546.0,55.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,2451.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
university of spain 575,567.0,567.0,586.0,6095.0,3380.0,2715.0,11.7,Medium,19.0,45533.0,34.0,66.0,525.0,563.0,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,575.0,58.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,521.0,,,,,,,,,,,,,,,Spain,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
